FIR No.,FIR Date,Unit Name,PS Name,Crime Head,Occurrence From,Occurrence To,MO - Tools,MO - Entry Point,MO - Entry,MO - Premises,MO - Search,Accused Count,MO - Concealment,MO - Target,Property Lost,Came By,Fled By,Vehicle Category,MO - Vehicle Start,Place Of Theft,Offender Vehicle,Victim Was,Fled Towards,ATM Location Type,MO - ATM,Alarm,Brief Facts
KA-BEN-04/0053/2024,05-Nov-2024 0758 hrs,Bengaluru Urban,KA-BEN-04,Burglary - Dwelling,04-Nov-2024 1430 hrs,05-Nov-2024 0133 hrs,None Observed,Door,Forced - door,Apartment,Selective Search,Two-Three,None,Pre-Surveyed,Electronics,Bike,Bike,,,,,,,,,,"Brief facts: the complainant states that on or between 04-Nov-2024 1430 hrs and 05-Nov-2024 0133 hrs a house burglary was committed in Bengaluru Urban limits. It is stated that the accused came on a two-wheeler, got in through the door, forced the door open, took only selected valuables, fled on a two-wheeler, took electronic items, struck during the day, appear to have watched the place beforehand, left no sign of tools, made no attempt to avoid identification and targeted an apartment. The dog squad was summoned to the spot. Street lights in the area were reported not working."
KA-DHA-05/0047/2024,05-Nov-2024 0828 hrs,Dharwad,KA-DHA-05,Burglary - Dwelling,03-Oct-2024 1010 hrs,01-Nov-2024 0235 hrs,None Observed,Door,Forced - door,Independent House,Ransacked,Two-Three,None,Pre-Surveyed,,Bike,Bike,,,,,,,,,,"The complainant lodged a complaint at KA-DHA-05 regarding house burglary between 03-Oct-2024 1010 hrs and 01-Nov-2024 0235 hrs. It is stated that the accused got in through the door, ransacked the place, fled on a two-wheeler, made no attempt to avoid identification, left no sign of tools, came on a two-wheeler, were two or three persons and forced the door open. The complainant does not suspect anyone. A relative of the complainant was the first to notice."
KA-BEL-03/0050/2024,05-Nov-2024 0900 hrs,Belagavi,KA-BEL-03,Theft - Chain Snatching,05-Nov-2024 0512 hrs,05-Nov-2024 0517 hrs,,,,,,,Face Covered,Random,Gold Jewellery,Bike,Bike,,,,Motorcycle,Pillion Riding,Main Road,,,,"It is alleged that between 05-Nov-2024 0512 hrs and 05-Nov-2024 0517 hrs unknown accused committed chain snatching within Belagavi. It is stated that the accused had their faces covered, fled on a two-wheeler, came on a two-wheeler, escaped along the main road, rode a motorcycle, took gold ornaments, targeted a victim riding pillion and appear to have picked the target by chance. A relative of the complainant was the first to notice. Nearby shops were closed at the time."
KA-DHA-04/0048/2024,05-Nov-2024 0929 hrs,Dharwad,KA-DHA-04,Theft - Chain Snatching,04-Nov-2024 0547 hrs,04-Nov-2024 0550 hrs,None Observed,,,,,Two-Three,None,Random,Gold Jewellery,Bike,Bike,,,,Motorcycle,Walking On Road,,,,,"It is alleged that between 04-Nov-2024 0547 hrs and 04-Nov-2024 0550 hrs unknown accused committed chain snatching within Dharwad. It is stated that the accused fled on a two-wheeler, made no attempt to avoid identification, were two or three persons, took gold ornaments, targeted a victim who was walking, came on a two-wheeler, left no sign of tools and appear to have picked the target by chance. A spot panchnama was drawn up in the presence of witnesses. Neighbours stated they did not hear anything unusual."
KA-DHA-06/0047/2024,05-Nov-2024 1005 hrs,Dharwad,KA-DHA-06,Burglary - Dwelling,20-Oct-2024 1026 hrs,04-Nov-2024 0724 hrs,Iron Rod / Screwdriver,Balcony,Forced - lock,Apartment,Targeted,Single,None,Random,Electronics,Walking,Walking,,,,,,,,,,"It is alleged that between 20-Oct-2024 1026 hrs and 04-Nov-2024 0724 hrs unknown accused committed house burglary within Dharwad. It is stated that the accused appear to have picked the target by chance, made no attempt to avoid identification, went straight to where the valuables were kept, broke the lock, acted alone, took electronic items, fled on foot, targeted an apartment and came on foot. Enquiries with nearby residents are in progress. The dog squad was summoned to the spot."
KA-MYS-02/0061/2024,05-Nov-2024 1506 hrs,Mysuru,KA-MYS-02,Cheating - ATM,05-Nov-2024,05-Nov-2024,None Observed,,,,,Two-Three,Gloves Worn,Insider Tip,Cash,Bike,Bike,,,,,,,Onsite,Skimming,,"It is alleged that between 05-Nov-2024 and 05-Nov-2024 unknown accused committed ATM tampering within Mysuru. It is stated that the accused fitted a skimming device, took cash, were two or three persons, fled on a two-wheeler, came on a two-wheeler, appear to have had inside information, targeted an ATM at a bank branch and left no sign of tools. The complainant has submitted bills for some of the items. Neighbours stated they did not hear anything unusual."
KA-MYS-04/0052/2024,05-Nov-2024 1553 hrs,Mysuru,KA-MYS-04,Theft - Vehicle,05-Nov-2024 0023 hrs,05-Nov-2024 0518 hrs,Screwdriver,,,,,Two-Three,None,Random,Vehicle,Walking,Bike,,Wire Bypass,Bus/Railway Station,,,,,,,"The complainant lodged a complaint at KA-MYS-04 regarding vehicle theft between 05-Nov-2024 0023 hrs and 05-Nov-2024 0518 hrs. It is stated that the accused took a vehicle, appear to have picked the target by chance, took it from station parking, made no attempt to avoid identification, were two or three persons, struck at night, came on foot, used a screwdriver, fled on a two-wheeler, stole a motorcycle and started it by joining the wires. The complainant does not suspect anyone. Fingerprint experts visited the scene."
KA-BEL-03/0051/2024,05-Nov-2024 1702 hrs,Belagavi,KA-BEL-03,Burglary - Commercial,04-Nov-2024 1215 hrs,05-Nov-2024 0009 hrs,Iron Rod / Cutting Plier,Door,Forced - door,Mixed Use,Targeted,Two-Three,None,Pre-Surveyed,Cash / Electronics,Car/Jeep,Car/Jeep,,,,,,,,,,"The complainant lodged a complaint at KA-BEL-03 regarding break-in at commercial premises between 04-Nov-2024 1215 hrs and 05-Nov-2024 0009 hrs. It is stated that the accused fled in a four-wheeler, used a crowbar, used a cutter, went straight to where the valuables were kept, got in through the door, appear to have watched the place beforehand, struck during the day, made no attempt to avoid identification, struck while the premises were closed for the night, were two or three persons, came in a four-wheeler, targeted a shop-cum-residence, took cash and took electronic items. Neighbours stated they did not hear anything unusual. The total value of the stolen property is estimated at Rs. 290,069."
KA-BEL-02/0052/2024,05-Nov-2024 1718 hrs,Belagavi,KA-BEL-02,Burglary - Dwelling,05-Nov-2024 0542 hrs,05-Nov-2024 0950 hrs,None Observed,Window,Unforced - key,Apartment,Selective Search,Single,None,Pre-Surveyed,Nothing Lost,Bike,Bike,,,,,,,,,,"It is alleged that between 05-Nov-2024 0542 hrs and 05-Nov-2024 0950 hrs unknown accused committed house burglary within Belagavi. It is stated that the accused left no sign of tools, acted alone, opened it with a duplicate key, struck during the day, got in through a window, came on a two-wheeler, appear to have watched the place beforehand, made no attempt to avoid identification, struck while the occupants were inside, fled on a two-wheeler and took nothing. A relative of the complainant was the first to notice. Enquiries with nearby residents are in progress."
KA-BEN-02/0045/2024,06-Nov-2024 1736 hrs,Bengaluru Urban,KA-BEN-02,Theft - Vehicle,05-Nov-2024 1140 hrs,06-Nov-2024 0024 hrs,None Observed,,,,,Single,None,Random,Vehicle,Walking,Car/Jeep,Car,Master Key,Residence Parking,,,,,,,"Brief facts: the complainant states that on or between 05-Nov-2024 1140 hrs and 06-Nov-2024 0024 hrs a vehicle theft was committed in Bengaluru Urban limits. It is stated that the accused made no attempt to avoid identification, acted alone, came on foot, took a vehicle, stole a car, left no sign of tools, started it with a duplicate key and took it from residential parking. It had been raining heavily that evening. The complainant has submitted bills for some of the items."
KA-BEL-05/0042/2024,06-Nov-2024 2216 hrs,Belagavi,KA-BEL-05,Theft - Vehicle,06-Nov-2024 0543 hrs,06-Nov-2024 1038 hrs,,,,,,Single,None,Random,,Walking,,Motorcycle,Wire Bypass,Road Side,,,,,,,"The complainant lodged a complaint at KA-BEL-05 regarding vehicle theft between 06-Nov-2024 0543 hrs and 06-Nov-2024 1038 hrs. It is stated that the accused started it by joining the wires, took it from the roadside, stole a motorcycle, acted alone, appear to have picked the target by chance, made no attempt to avoid identification and struck during the day. The complainant has submitted bills for some of the items. Street lights in the area were reported not working."
KA-BEL-05/0043/2024,07-Nov-2024 0014 hrs,Belagavi,KA-BEL-05,Burglary - Dwelling,06-Nov-2024,06-Nov-2024,Iron Rod / Screwdriver,Door,Forced - lock,Apartment,,Single,None,Pre-Surveyed,Gold Jewellery / Cash / Electronics / Documents,Bike,Bike,,,,,,,,,,"The complainant lodged a complaint at KA-BEL-05 regarding house burglary between 06-Nov-2024 and 06-Nov-2024. It is stated that the accused got in through the door, made no attempt to avoid identification, took gold ornaments, took cash, took electronic items, took documents, came on a two-wheeler, broke the lock, used a crowbar, used a screwdriver, fled on a two-wheeler, acted alone and appear to have watched the place beforehand. A spot panchnama was drawn up in the presence of witnesses. Enquiries with nearby residents are in progress."
KA-BEL-04/0056/2024,07-Nov-2024 0217 hrs,Belagavi,KA-BEL-04,Theft - Vehicle,06-Nov-2024 1157 hrs,06-Nov-2024 1620 hrs,Iron Rod / Screwdriver,,,,,Single,None,Random,Vehicle,Walking,Bike,Motorcycle,Master Key,Public Parking,,,,,,,"Brief facts: the complainant states that on or between 06-Nov-2024 1157 hrs and 06-Nov-2024 1620 hrs a vehicle theft was committed in Belagavi limits. It is stated that the accused fled on a two-wheeler, appear to have picked the target by chance, used a crowbar, used a screwdriver, took it from a public parking lot, took a vehicle, acted alone and made no attempt to avoid identification. It had been raining heavily that evening. Nearby shops were closed at the time."
KA-DHA-03/0057/2024,08-Nov-2024 0351 hrs,Dharwad,KA-DHA-03,Theft - Chain Snatching,07-Nov-2024 0401 hrs,07-Nov-2024 0406 hrs,None Observed,,,,,Gang (4+),Face Covered,Random,Nothing Lost,Bike,Bike,,,,,Walking On Road,Main Road,,,,"The complainant lodged a complaint at KA-DHA-03 regarding chain snatching between 07-Nov-2024 0401 hrs and 07-Nov-2024 0406 hrs. It is stated that the accused left no sign of tools, came on a two-wheeler, fled on a two-wheeler, had their faces covered, were a group of four or more, took nothing, escaped along the main road and struck early in the morning. The complainant has submitted bills for some of the items. Street lights in the area were reported not working."
KA-BEL-03/0052/2024,08-Nov-2024 0422 hrs,Belagavi,KA-BEL-03,Theft - Vehicle,05-Nov-2024 1701 hrs,05-Nov-2024 2154 hrs,None Observed,,,,,Single,None,Random,Documents / Vehicle,Bike,Bike,Motorcycle,Wire Bypass,Market,,,,,,,"It is alleged that between 05-Nov-2024 1701 hrs and 05-Nov-2024 2154 hrs unknown accused committed vehicle theft within Belagavi. It is stated that the accused started it by joining the wires, struck during the day, left no sign of tools, took documents, took a vehicle, fled on a two-wheeler, came on a two-wheeler, stole a motorcycle, made no attempt to avoid identification, took it from a market area and appear to have picked the target by chance. The complainant does not suspect anyone. A spot panchnama was drawn up in the presence of witnesses."
KA-BEN-02/0046/2024,08-Nov-2024 0508 hrs,Bengaluru Urban,KA-BEN-02,Burglary - Dwelling,07-Nov-2024 0731 hrs,07-Nov-2024 2336 hrs,Screwdriver,Window,Forced - door,Independent House,Selective Search,Gang (4+),,Random,Nothing Lost,Walking,Walking,,,,,,,,,,"Brief facts: the complainant states that on or between 07-Nov-2024 0731 hrs and 07-Nov-2024 2336 hrs a house burglary was committed in Bengaluru Urban limits. It is stated that the accused fled on foot, used a screwdriver, took nothing, came on foot, targeted an independent house, forced the door open, appear to have picked the target by chance, were a group of four or more and took only selected valuables. A spot panchnama was drawn up in the presence of witnesses. Neighbours stated they did not hear anything unusual."
KA-DHA-07/0054/2024,08-Nov-2024 1759 hrs,Dharwad,KA-DHA-07,Burglary - Dwelling,06-Nov-2024 0908 hrs,07-Nov-2024 1829 hrs,,,Unforced,Row House,Ransacked,Two-Three,Gloves Worn,Random,,Bike,Bike,,,,,,,,,,"Brief facts: the complainant states that on or between 06-Nov-2024 0908 hrs and 07-Nov-2024 1829 hrs a house burglary was committed in Dharwad limits. It is stated that the accused entered without force, targeted a row house, got in through the door, fled on a two-wheeler, were two or three persons, ransacked the place and wore gloves. The beat constable had passed the area about an hour earlier. It had been raining heavily that evening."
KA-DHA-06/0048/2024,09-Nov-2024 0015 hrs,Dharwad,KA-DHA-06,Burglary - Commercial,06-Nov-2024 2218 hrs,07-Nov-2024 0744 hrs,Screwdriver,Door,Unforced - key,Shop,Selective Search,Single,None,Pre-Surveyed,Cash,Car/Jeep,Car/Jeep,,,,,,,,,,"It is alleged that between 06-Nov-2024 2218 hrs and 07-Nov-2024 0744 hrs unknown accused committed break-in at commercial premises within Dharwad. It is stated that the accused used a screwdriver, took cash, fled in a four-wheeler, struck at night, got in through the door, acted alone, struck while the premises were closed for the night, came in a four-wheeler, opened it with a duplicate key, took only selected valuables and appear to have watched the place beforehand. The beat constable had passed the area about an hour earlier. The total value of the stolen property is estimated at Rs. 185,964."
KA-MYS-05/0048/2024,09-Nov-2024 0747 hrs,Mysuru,KA-MYS-05,Theft - Vehicle,07-Nov-2024 2124 hrs,07-Nov-2024 2322 hrs,,,,,,Two-Three,None,Random,Vehicle,Bike,Bike,Motorcycle,Handle Lock Broken,Residence Parking,,,,,,,"Brief facts: the complainant states that on or between 07-Nov-2024 2124 hrs and 07-Nov-2024 2322 hrs a vehicle theft was committed in Mysuru limits. It is stated that the accused were two or three persons, made no attempt to avoid identification, appear to have picked the target by chance, struck at night, fled on a two-wheeler, broke the handle lock and took it from residential parking. Nearby shops were closed at the time. It had been raining heavily that evening."
KA-BEL-04/0057/2024,09-Nov-2024 0833 hrs,Belagavi,KA-BEL-04,Theft - Chain Snatching,09-Nov-2024,09-Nov-2024,None Observed,,,,,Two-Three,None,,Gold Jewellery / Electronics,Walking,,,,,Motorcycle,Morning Walk,,,,,"It is alleged that between 09-Nov-2024 and 09-Nov-2024 unknown accused committed chain snatching within Belagavi. It is stated that the accused were two or three persons, escaped along the main road, left no sign of tools, targeted a victim on a morning walk, appear to have picked the target by chance and made no attempt to avoid identification. Nearby shops were closed at the time. The beat constable had passed the area about an hour earlier."
KA-KAL-01/0054/2024,09-Nov-2024 1123 hrs,Kalaburagi,KA-KAL-01,Theft - Chain Snatching,09-Nov-2024 0501 hrs,09-Nov-2024 0510 hrs,None Observed,,,,,,None,Insider Tip,Nothing Lost,Bike,Bike,,,,Motorcycle,Walking On Road,,,,,"Brief facts: the complainant states that on or between 09-Nov-2024 0501 hrs and 09-Nov-2024 0510 hrs a chain snatching was committed in Kalaburagi limits. It is stated that the accused made no attempt to avoid identification, came on a two-wheeler, targeted a victim who was walking, fled on a two-wheeler, left no sign of tools, rode a motorcycle, took nothing, appear to have had inside information and struck early in the morning. Fingerprint experts visited the scene. Enquiries with nearby residents are in progress."
KA-BEN-05/0058/2024,09-Nov-2024 1224 hrs,Bengaluru Urban,KA-BEN-05,Burglary - Commercial,08-Nov-2024 0018 hrs,08-Nov-2024 1801 hrs,Iron Rod / Cutting Plier,Door,Forced - lock,Warehouse,Ransacked,Two-Three,None,Pre-Surveyed,,Walking,,,,,,,,,,,"The complainant lodged a complaint at KA-BEN-05 regarding break-in at commercial premises between 08-Nov-2024 0018 hrs and 08-Nov-2024 1801 hrs. It is stated that the accused targeted a godown, were two or three persons, came on foot, made no attempt to avoid identification, appear to have watched the place beforehand and broke the lock. Street lights in the area were reported not working. The total value of the stolen property is estimated at Rs. 81,358."
KA-DHA-01/0040/2024,09-Nov-2024 1628 hrs,Dharwad,KA-DHA-01,Burglary - Commercial,05-Nov-2024 1734 hrs,09-Nov-2024 0715 hrs,Iron Rod / Screwdriver,Door,Unforced,Shop,Targeted,Two-Three,CCTV Tampered,Insider Tip,Cash,Car/Jeep,Car/Jeep,,,,,,,,,,"It is alleged that between 05-Nov-2024 1734 hrs and 09-Nov-2024 0715 hrs unknown accused committed break-in at commercial premises within Dharwad. It is stated that the accused targeted a shop, went straight to where the valuables were kept, got in through the door, entered without force, were two or three persons, disabled the CCTV camera, used a crowbar, used a screwdriver and took cash. Street lights in the area were reported not working. Neighbours stated they did not hear anything unusual."
KA-BEL-03/0053/2024,09-Nov-2024 2208 hrs,Belagavi,KA-BEL-03,Burglary - Commercial,08-Nov-2024 1750 hrs,09-Nov-2024 0753 hrs,None Observed,Rolling Shutter,Forced - lock,Mixed Use,Selective Search,Two-Three,None,Pre-Surveyed,Cash / Electronics,,Car/Jeep,,,,,,,,,,"Brief facts: the complainant states that on or between 08-Nov-2024 1750 hrs and 09-Nov-2024 0753 hrs a break-in at commercial premises was committed in Belagavi limits. It is stated that the accused got in by lifting the shutter, took cash, took electronic items, were two or three persons, took only selected valuables, appear to have watched the place beforehand, left no sign of tools, fled in a four-wheeler, targeted a shop-cum-residence, broke the lock and made no attempt to avoid identification. The complainant does not suspect anyone. Neighbours stated they did not hear anything unusual."
KA-BEN-01/0043/2024,09-Nov-2024 2319 hrs,Bengaluru Urban,KA-BEN-01,Burglary - Commercial,03-Nov-2024 1646 hrs,08-Nov-2024 1221 hrs,Iron Rod / Cutting Plier,Rolling Shutter,Unforced,Warehouse,,Two-Three,,Pre-Surveyed,Cash / Electronics,Bike,Bike,,,,,,,,,,"Brief facts: the complainant states that on or between 03-Nov-2024 1646 hrs and 08-Nov-2024 1221 hrs a break-in at commercial premises was committed in Bengaluru Urban limits. It is stated that the accused were two or three persons, took cash, took electronic items, targeted a godown, came on a two-wheeler, appear to have watched the place beforehand, entered without force, fled on a two-wheeler, got in by lifting the shutter, used a crowbar and used a cutter. Neighbours stated they did not hear anything unusual. Fingerprint experts visited the scene."
KA-MYS-01/0049/2024,09-Nov-2024 2328 hrs,Mysuru,KA-MYS-01,Burglary - Commercial,08-Nov-2024 2315 hrs,09-Nov-2024 1412 hrs,,Wall Breached,Forced - door,Shop,Ransacked,Two-Three,None,Random,Cash,Bike,,,,,,,,,,,"Brief facts: the complainant states that on or between 08-Nov-2024 2315 hrs and 09-Nov-2024 1412 hrs a break-in at commercial premises was committed in Mysuru limits. It is stated that the accused forced the door open, made a hole in the wall, came on a two-wheeler, took cash, targeted a shop, struck while the premises were closed for the night and made no attempt to avoid identification. The total value of the stolen property is estimated at Rs. 443,471. A relative of the complainant was the first to notice."
KA-BEN-03/0050/2024,10-Nov-2024 0209 hrs,Bengaluru Urban,KA-BEN-03,Burglary - Commercial,01-Nov-2024 1602 hrs,08-Nov-2024 1119 hrs,Screwdriver,Door,Forced - lock,Shop,Targeted,Two-Three,None,Pre-Surveyed,Cash / Documents,Bike,Bike,,,,,,,,,,"The complainant lodged a complaint at KA-BEN-03 regarding break-in at commercial premises between 01-Nov-2024 1602 hrs and 08-Nov-2024 1119 hrs. It is stated that the accused appear to have watched the place beforehand, went straight to where the valuables were kept, fled on a two-wheeler, were two or three persons, took cash, took documents, broke the lock, made no attempt to avoid identification, targeted a shop, got in through the door, used a screwdriver, came on a two-wheeler and struck while the premises were closed for a holiday. The total value of the stolen property is estimated at Rs. 46,253. A relative of the complainant was the first to notice."
KA-MYS-04/0053/2024,10-Nov-2024 0217 hrs,Mysuru,KA-MYS-04,Theft - Vehicle,09-Nov-2024 0149 hrs,09-Nov-2024 0415 hrs,Screwdriver,,,,,Single,None,Random,Vehicle,Bike,Bike,Motorcycle,Wire Bypass,,,,,,,,"It is alleged that between 09-Nov-2024 0149 hrs and 09-Nov-2024 0415 hrs unknown accused committed vehicle theft within Mysuru. It is stated that the accused used a screwdriver, made no attempt to avoid identification, acted alone, came on a two-wheeler, took it from a market area, fled on a two-wheeler, appear to have picked the target by chance, stole a motorcycle, took a vehicle and started it by joining the wires. A relative of the complainant was the first to notice. It had been raining heavily that evening."
KA-KAL-03/0044/2024,10-Nov-2024 0357 hrs,Kalaburagi,KA-KAL-03,Cheating - ATM,08-Nov-2024 0524 hrs,08-Nov-2024 1535 hrs,None Observed,,,,,Two-Three,None,,Cash,Bike,Walking,,,,,,,Offsite,Skimming,Working,"Brief facts: the complainant states that on or between 08-Nov-2024 0524 hrs and 08-Nov-2024 1535 hrs a ATM tampering was committed in Kalaburagi limits. It is stated that the accused left no sign of tools, left the alarm untouched, fitted a skimming device, struck during the day, made no attempt to avoid identification, targeted an offsite ATM kiosk, appear to have watched the place beforehand, took cash, were two or three persons, came on a two-wheeler and fled on foot. The complainant does not suspect anyone. The total value of the stolen property is estimated at Rs. 214,665."
KA-BEL-04/0058/2024,10-Nov-2024 0940 hrs,Belagavi,KA-BEL-04,Theft - Vehicle,09-Nov-2024 1809 hrs,09-Nov-2024 2336 hrs,None Observed,,,,,Single,None,Random,,Bike,Car/Jeep,Car,Handle Lock Broken,Road Side,,,,,,,"The complainant lodged a complaint at KA-BEL-04 regarding vehicle theft between 09-Nov-2024 1809 hrs and 09-Nov-2024 2336 hrs. It is stated that the accused made no attempt to avoid identification, broke the handle lock, left no sign of tools, came on a two-wheeler, acted alone, fled in a four-wheeler, struck during the day and took it from the roadside. The total value of the stolen property is estimated at Rs. 15,731. The dog squad was summoned to the spot."
KA-KAL-01/0055/2024,10-Nov-2024 1415 hrs,Kalaburagi,KA-KAL-01,Cheating - ATM,05-Nov-2024,09-Nov-2024,,,,,,Single,Face Covered,Pre-Surveyed,Cash,Car/Jeep,Car/Jeep,,,,,,,Offsite,Gas Cutting,Working,"Brief facts: the complainant states that on or between 05-Nov-2024 and 09-Nov-2024 a ATM tampering was committed in Kalaburagi limits. It is stated that the accused took cash, cut the machine open with gas, had their faces covered, left the alarm untouched, acted alone, fled in a four-wheeler, used a gas cutter, appear to have watched the place beforehand and came in a four-wheeler. A relative of the complainant was the first to notice. Neighbours stated they did not hear anything unusual."
KA-BEL-05/0044/2024,10-Nov-2024 1725 hrs,Belagavi,KA-BEL-05,Theft - Vehicle,08-Nov-2024 2041 hrs,10-Nov-2024 1021 hrs,Gas Welding Set,,,,,Single,Gloves Worn,,Vehicle,Walking,Bike,Motorcycle,Wire Bypass,Residence Parking,,,,,,,"The complainant lodged a complaint at KA-BEL-05 regarding vehicle theft between 08-Nov-2024 2041 hrs and 10-Nov-2024 1021 hrs. It is stated that the accused came on foot, fled on a two-wheeler, acted alone, stole a motorcycle, started it by joining the wires, wore gloves, used a gas cutter, took a vehicle and took it from residential parking. Nearby shops were closed at the time. The complainant has submitted bills for some of the items."
KA-MYS-03/0046/2024,11-Nov-2024 0135 hrs,Mysuru,KA-MYS-03,Burglary - Commercial,07-Nov-2024 2054 hrs,08-Nov-2024 1404 hrs,Iron Rod,Rolling Shutter,Forced - lock,Office,Ransacked,Two-Three,Gloves Worn,Random,Electronics,Walking,Walking,,,,,,,,,,"The complainant lodged a complaint at KA-MYS-03 regarding break-in at commercial premises between 07-Nov-2024 2054 hrs and 08-Nov-2024 1404 hrs. It is stated that the accused fled on foot, targeted an office, appear to have picked the target by chance, used a crowbar, ransacked the place, got in by lifting the shutter, broke the lock, were two or three persons, took electronic items, wore gloves and came on foot. The dog squad was summoned to the spot. Street lights in the area were reported not working."
KA-KAL-07/0048/2024,11-Nov-2024 0202 hrs,Kalaburagi,KA-KAL-07,Cheating - ATM,05-Nov-2024 1841 hrs,06-Nov-2024 0137 hrs,Gas Welding Set,,,,,Two-Three,CCTV Tampered,Pre-Surveyed,Cash,Bike,Bike,,,,,,,Onsite,Gas Cutting,Working,"The complainant lodged a complaint at KA-KAL-07 regarding ATM tampering between 05-Nov-2024 1841 hrs and 06-Nov-2024 0137 hrs. It is stated that the accused used a gas cutter, fled on a two-wheeler, targeted an ATM at a bank branch, came on a two-wheeler, left the alarm untouched, took cash, cut the machine open with gas, disabled the CCTV camera, struck at night, were two or three persons and appear to have watched the place beforehand. It had been raining heavily that evening."
KA-KAL-02/0056/2024,11-Nov-2024 0256 hrs,Kalaburagi,KA-KAL-02,Theft - Chain Snatching,09-Nov-2024 1411 hrs,09-Nov-2024 1416 hrs,None Observed,,,,,Two-Three,None,Random,Electronics,Bike,Bike,,,,Motorcycle,Walking On Road,Main Road,,,,"Brief facts: the complainant states that on or between 09-Nov-2024 1411 hrs and 09-Nov-2024 1416 hrs a chain snatching was committed in Kalaburagi limits. It is stated that the accused rode a motorcycle, appear to have picked the target by chance, made no attempt to avoid identification, escaped along the main road, left no sign of tools, came on a two-wheeler, targeted a victim who was walking, were two or three persons, took electronic items, struck during the day and fled on a two-wheeler. The dog squad was summoned to the spot."
KA-DHA-06/0049/2024,11-Nov-2024 0323 hrs,Dharwad,KA-DHA-06,Theft - Chain Snatching,10-Nov-2024,10-Nov-2024,,,,,,Two-Three,None,,Gold Jewellery / Electronics,Bike,Walking,,,,Motorcycle,Walking On Road,,,,,"The complainant lodged a complaint at KA-DHA-06 regarding chain snatching between 10-Nov-2024 and 10-Nov-2024. It is stated that the accused rode a motorcycle, came on a two-wheeler, made no attempt to avoid identification, targeted a victim who was walking and were two or three persons. A spot panchnama was drawn up in the presence of witnesses. The total value of the stolen property is estimated at Rs. 40,688."
KA-KAL-01/0056/2024,11-Nov-2024 1315 hrs,Kalaburagi,KA-KAL-01,Burglary - Dwelling,29-Oct-2024 1144 hrs,10-Nov-2024 1656 hrs,None Observed,Door,,Apartment,Targeted,Single,Gloves Worn,Pre-Surveyed,,Bike,Bike,,,,,,,,,,"The complainant lodged a complaint at KA-KAL-01 regarding house burglary between 29-Oct-2024 1144 hrs and 10-Nov-2024 1656 hrs. It is stated that the accused acted alone, got in through the door, left no sign of tools, targeted an apartment, took electronic items, appear to have watched the place beforehand and came on a two-wheeler. The total value of the stolen property is estimated at Rs. 497,047. Fingerprint experts visited the scene."
KA-BEL-01/0045/2024,11-Nov-2024 1327 hrs,Belagavi,KA-BEL-01,Theft - Chain Snatching,09-Nov-2024 1557 hrs,09-Nov-2024 1603 hrs,None Observed,,,,,Two-Three,Gloves Worn,,Gold Jewellery,Bike,Bike,,,,Motorcycle,Morning Walk,Main Road,,,,"It is alleged that between 09-Nov-2024 1557 hrs and 09-Nov-2024 1603 hrs unknown accused committed chain snatching within Belagavi. It is stated that the accused rode a motorcycle, came on a two-wheeler, fled on a two-wheeler, struck during the day, left no sign of tools, took gold ornaments, were two or three persons, targeted a victim on a morning walk, escaped along the main road and wore gloves. The total value of the stolen property is estimated at Rs. 126,644. The dog squad was summoned to the spot."
KA-MYS-07/0049/2024,11-Nov-2024 1658 hrs,Mysuru,KA-MYS-07,Theft - Vehicle,10-Nov-2024 1949 hrs,11-Nov-2024 0509 hrs,,,,,,Two-Three,None,Random,Vehicle,Walking,Bike,Motorcycle,Master Key,Road Side,,,,,,,"Brief facts: the complainant states that on or between 10-Nov-2024 1949 hrs and 11-Nov-2024 0509 hrs a vehicle theft was committed in Mysuru limits. It is stated that the accused started it with a duplicate key, made no attempt to avoid identification, were two or three persons, came on foot, took a vehicle, stole a motorcycle, fled on a two-wheeler, struck at night, left no sign of tools and appear to have picked the target by chance. Nearby shops were closed at the time. Street lights in the area were reported not working."
KA-DHA-04/0049/2024,11-Nov-2024 2043 hrs,Dharwad,KA-DHA-04,Theft - Chain Snatching,11-Nov-2024 1044 hrs,11-Nov-2024 1050 hrs,None Observed,,,,,Two-Three,Face Covered,Random,Gold Jewellery / Electronics,Bike,Bike,,,,,Morning Walk,,,,,"It is alleged that between 11-Nov-2024 1044 hrs and 11-Nov-2024 1050 hrs unknown accused committed chain snatching within Dharwad. It is stated that the accused targeted a victim on a morning walk, struck during the day, fled on a two-wheeler, came on a two-wheeler, appear to have picked the target by chance, were two or three persons and had their faces covered. Street lights in the area were reported not working. The beat constable had passed the area about an hour earlier."
KA-MYS-05/0049/2024,12-Nov-2024 0501 hrs,Mysuru,KA-MYS-05,Theft - Chain Snatching,11-Nov-2024 0934 hrs,11-Nov-2024 0939 hrs,,,,,,Two-Three,Face Covered,,Gold Jewellery,Bike,Bike,,,,Motorcycle,,,,,,"The complainant lodged a complaint at KA-MYS-05 regarding chain snatching between 11-Nov-2024 0934 hrs and 11-Nov-2024 0939 hrs. It is stated that the accused had their faces covered, fled on a two-wheeler, came on a two-wheeler, rode a motorcycle, were two or three persons and took gold ornaments. The complainant does not suspect anyone. Enquiries with nearby residents are in progress."
