THANA,ZILA,APRADH_KRAMANK,DARJ_DINANK,APRADH_SHIRSH,GHATNA_DINANK_SE,GHATNA_DINANK_TAK,GHATNA_VIVARAN,PRAVESH_STHAN,PRAVESH_VIDHI,PARISAR,MAKAN_STHITI,TALASHI_PRAKAR,AAROPI_SANKHYA,UPKARAN,PEHCHAN_CHHIPANA,LAKSHYA_CHAYAN,CHORI_SAMPATTI,AAGAMAN_SADHAN,PALAYAN_SADHAN,VAHAN_SHRENI,VAHAN_CHALU_VIDHI,VAHAN_STHAN,AAROPI_VAHAN,PEEDIT_GATIVIDHI,PALAYAN_DISHA,ATM_STHAN,ATM_CHHEDCHHAD,ALARM_STHITI
MP-GWA-03,Gwalior,MP-GWA-03/0027/2024,03-05-2024 12:12 PM,GRIH_BHEDAN,02-05-2024 05:14 PM,03-05-2024 12:50 AM,"The informant reported a house burglary in the jurisdiction of MP-GWA-03 between 02-05-2024 05:14 PM and 03-05-2024 12:50 AM. It is stated that the accused appear to have watched the place beforehand, took nothing, acted alone, left no sign of tools, made no attempt to avoid identification, struck while the occupants were inside, got in through the door, forced the door open, fled on a two-wheeler and struck during the day. The complainant noticed the incident on returning and informed the police. A spot panchnama was drawn up in the presence of witnesses.",DARWAZA,DHAKKA_DEKAR_KHOLA,FLAT,GHAR_WALE_MAUJOOD,CHUNINDA_SAMAN,,KOI_NAHI,KOI_NAHI,REKI_KI,KUCHH_NAHI,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-JAB-01,Jabalpur,MP-JAB-01/0031/2024,04-05-2024 07:00 AM,CHAIN_JHAPATNA,04-05-2024 04:42 AM,04-05-2024 04:49 AM,"Complainant appeared at MP-JAB-01 and stated that a chain snatching happened between 04-05-2024 04:42 AM and 04-05-2024 04:49 AM in Jabalpur. It is stated that the accused came on foot, appear to have picked the target by chance, fled on foot, had their faces covered, used no vehicle, left no sign of tools, targeted a victim who was walking and escaped along the main road. Enquiries with nearby residents are in progress. The beat constable had passed the area about an hour earlier.",,,,,,DO_TEEN,KOI_NAHI,MUNH_DHAKA,AKASMIK,,PAIDAL,PAIDAL,,,,KOI_NAHI,PAIDAL_JA_RAHI,MUKHYA_MARG,,,
MP-GWA-02,Gwalior,MP-GWA-02/0030/2024,04-05-2024 02:32 PM,VAHAN_CHORI,04-05-2024 12:15 AM,04-05-2024 12:19 PM,"Report received at MP-GWA-02, Gwalior: vehicle theft between 04-05-2024 12:15 AM and 04-05-2024 12:19 PM. It is stated that the accused took a vehicle, stole a car, fled in a four-wheeler, made no attempt to avoid identification and came on a two-wheeler. Neighbours stated they did not hear anything unusual. It had been raining heavily that evening.",,,,,,DO_TEEN,KOI_NAHI,KOI_NAHI,,VAHAN,DO_PAHIYA,CHAR_PAHIYA,CAR,,SADAK_KINARE,,,,,,
MP-IND-02,Indore,MP-IND-02/0032/2024,04-05-2024 11:04 PM,ATM_CHHEDCHHAD,03-05-2024 08:41 PM,04-05-2024 02:21 PM,"The informant reported a ATM tampering in the jurisdiction of MP-IND-02 between 03-05-2024 08:41 PM and 04-05-2024 02:21 PM. It is stated that the accused came in a four-wheeler, took cash, used explosives on the machine, appear to have watched the place beforehand, were a group of four or more and disabled the alarm. The total value of the stolen property is estimated at Rs. 36,480. Nearby shops were closed at the time.",,,,,,CHAAR_SE_ADHIK,,MUNH_DHAKA,REKI_KI,NAKAD,CHAR_PAHIYA,,,,,,,,,VISFOTAK,ALARM_BAND_KIYA
MP-JAB-02,Jabalpur,MP-JAB-02/0029/2024,05-05-2024 12:55 AM,VAHAN_CHORI,03-05-2024,03-05-2024,"Complainant appeared at MP-JAB-02 and stated that a vehicle theft happened between 03-05-2024 and 03-05-2024 in Jabalpur. It is stated that the accused took it from residential parking, broke the handle lock, stole a car, came on foot and left no sign of tools. It had been raining heavily that evening. The complainant does not suspect anyone.",,,,,,,KOI_NAHI,,,VAHAN,PAIDAL,CHAR_PAHIYA,CAR,HANDLE_LOCK_TODA,GHAR_KE_BAHAR,,,,,,
MP-BHO-01,Bhopal,MP-BHO-01/0024/2024,05-05-2024 01:15 AM,VAHAN_CHORI,01-05-2024 08:26 AM,01-05-2024 10:16 AM,"Report received at MP-BHO-01, Bhopal: vehicle theft between 01-05-2024 08:26 AM and 01-05-2024 10:16 AM. It is stated that the accused struck during the day, stole a motorcycle, made no attempt to avoid identification, took documents, took a vehicle, used a screwdriver, fled on a two-wheeler and were two or three persons. Neighbours stated they did not hear anything unusual. A relative of the complainant was the first to notice.",,,,,,DO_TEEN,PECHKAS,KOI_NAHI,,DASTAVEZ|VAHAN,PAIDAL,DO_PAHIYA,MOTORCYCLE,,BAZAAR,,,,,,
MP-JAB-04,Jabalpur,MP-JAB-04/0026/2024,05-05-2024 01:39 AM,GRIH_BHEDAN,25-04-2024 12:40 PM,25-04-2024 08:23 PM,"Report received at MP-JAB-04, Jabalpur: house burglary between 25-04-2024 12:40 PM and 25-04-2024 08:23 PM. It is stated that the accused got in through the door, used a crowbar, took nothing, struck while the occupants were out, broke the lock, acted alone, struck during the day, wore gloves, appear to have picked the target by chance and came on a two-wheeler. A relative of the complainant was the first to notice. Street lights in the area were reported not working.",DARWAZA,TALA_TODA,,THODI_DER_BAHAR,SAB_BIKHRA,EK,SABBAL,DASTANE,AKASMIK,KUCHH_NAHI,DO_PAHIYA,PAIDAL,,,,,,,,,
MP-UJJ-01,Ujjain,MP-UJJ-01/0023/2024,05-05-2024 03:11 AM,DUKAN_BHEDAN,04-05-2024 09:16 AM,04-05-2024 08:53 PM,"The informant reported a break-in at commercial premises in the jurisdiction of MP-UJJ-01 between 04-05-2024 09:16 AM and 04-05-2024 08:53 PM. It is stated that the accused appear to have picked the target by chance, targeted an apartment, had their faces covered, acted alone, came on a two-wheeler, fled on a two-wheeler, struck while the occupants were out, took cash, forced the door open and struck during the day. The total value of the stolen property is estimated at Rs. 316,897. Enquiries with nearby residents are in progress.",,DHAKKA_DEKAR_KHOLA,FLAT,THODI_DER_BAHAR,,EK,KATAR|PECHKAS,MUNH_DHAKA,AKASMIK,NAKAD,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-BHO-01,Bhopal,MP-BHO-01/0025/2024,05-05-2024 04:14 AM,GRIH_BHEDAN,03-05-2024 02:25 AM,03-05-2024 05:43 AM,"The informant reported a house burglary in the jurisdiction of MP-BHO-01 between 03-05-2024 02:25 AM and 03-05-2024 05:43 AM. It is stated that the accused took nothing, targeted an independent house, got in through the door, were two or three persons, appear to have picked the target by chance and came on a two-wheeler. The beat constable had passed the area about an hour earlier.",DARWAZA,BINA_TOD_FOD,SWATANTRA_MAKAN,GHAR_WALE_MAUJOOD,CHUNINDA_SAMAN,DO_TEEN,,MUNH_DHAKA,AKASMIK,KUCHH_NAHI,DO_PAHIYA,PAIDAL,,,,,,,,,
MP-BHO-01,Bhopal,MP-BHO-01/0026/2024,05-05-2024 08:57 AM,VAHAN_CHORI,03-05-2024 08:38 AM,04-05-2024 03:11 AM,"The informant reported a vehicle theft in the jurisdiction of MP-BHO-01 between 03-05-2024 08:38 AM and 04-05-2024 03:11 AM. It is stated that the accused took a vehicle, made no attempt to avoid identification, came on foot and were two or three persons. Neighbours stated they did not hear anything unusual. A relative of the complainant was the first to notice.",,,,,,DO_TEEN,KOI_NAHI,KOI_NAHI,,VAHAN,PAIDAL,,,,SADAK_KINARE,,,,,,
MP-IND-01,Indore,MP-IND-01/0029/2024,05-05-2024 12:00 PM,VAHAN_CHORI,01-05-2024,03-05-2024,"Complainant appeared at MP-IND-01 and stated that a vehicle theft happened between 01-05-2024 and 03-05-2024 in Indore. It is stated that the accused left no sign of tools, stole a motorcycle, acted alone, appear to have picked the target by chance, started it with a duplicate key, took it from the roadside, came on foot and had their faces covered. Enquiries with nearby residents are in progress. A spot panchnama was drawn up in the presence of witnesses.",,,,,,EK,KOI_NAHI,MUNH_DHAKA,AKASMIK,VAHAN,PAIDAL,,MOTORCYCLE,NAKLI_CHABI,SADAK_KINARE,,,,,,
MP-IND-01,Indore,MP-IND-01/0030/2024,05-05-2024 04:10 PM,VAHAN_CHORI,04-05-2024 07:16 AM,04-05-2024 10:33 AM,"Complainant appeared at MP-IND-01 and stated that a vehicle theft happened between 04-05-2024 07:16 AM and 04-05-2024 10:33 AM in Indore. It is stated that the accused came on a two-wheeler, appear to have picked the target by chance, took it from a public parking lot, stole a motorcycle, took documents, took a vehicle, broke the handle lock, struck during the day and were two or three persons. Nearby shops were closed at the time. Enquiries with nearby residents are in progress.",,,,,,DO_TEEN,KOI_NAHI,KOI_NAHI,AKASMIK,DASTAVEZ|VAHAN,DO_PAHIYA,DO_PAHIYA,MOTORCYCLE,HANDLE_LOCK_TODA,SARVAJANIK_PARKING,,,,,,
MP-GWA-03,Gwalior,MP-GWA-03/0028/2024,05-05-2024 04:12 PM,GRIH_BHEDAN,03-05-2024 03:38 PM,03-05-2024 07:46 PM,"The informant reported a house burglary in the jurisdiction of MP-GWA-03 between 03-05-2024 03:38 PM and 03-05-2024 07:46 PM. It is stated that the accused broke the lock, appear to have picked the target by chance, fled on a two-wheeler, took cash and acted alone. The complainant has submitted bills for some of the items. The dog squad was summoned to the spot.",DARWAZA,TALA_TODA,,THODI_DER_BAHAR,SAB_BIKHRA,EK,,KOI_NAHI,AKASMIK,NAKAD,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-GWA-03,Gwalior,MP-GWA-03/0029/2024,05-05-2024 11:11 PM,CHAIN_JHAPATNA,05-05-2024 06:24 AM,05-05-2024 06:30 AM,"Complainant appeared at MP-GWA-03 and stated that a chain snatching happened between 05-05-2024 06:24 AM and 05-05-2024 06:30 AM in Gwalior. It is stated that the accused escaped through the lanes, left no sign of tools, took gold ornaments, took electronic items and struck early in the morning. Street lights in the area were reported not working. It had been raining heavily that evening.",,,,,,,KOI_NAHI,,AKASMIK,SONE_KE_GAHNE|ELECTRONIC_SAMAN,DO_PAHIYA,,,,,MOTORCYCLE,PAIDAL_JA_RAHI,GALIYON_SE,,,
MP-UJJ-04,Ujjain,MP-UJJ-04/0028/2024,06-05-2024 06:34 AM,VAHAN_CHORI,05-05-2024 11:43 AM,06-05-2024 02:10 AM,"The informant reported a vehicle theft in the jurisdiction of MP-UJJ-04 between 05-05-2024 11:43 AM and 06-05-2024 02:10 AM. It is stated that the accused took a vehicle, took it from the roadside, made no attempt to avoid identification, left no sign of tools, came on foot and started it with a duplicate key. The beat constable had passed the area about an hour earlier. The dog squad was summoned to the spot.",,,,,,EK,KOI_NAHI,KOI_NAHI,REKI_KI,VAHAN,PAIDAL,,MOTORCYCLE,NAKLI_CHABI,SADAK_KINARE,,,,,,
MP-JAB-01,Jabalpur,MP-JAB-01/0032/2024,06-05-2024 09:19 AM,GRIH_BHEDAN,03-05-2024 08:33 PM,04-05-2024 09:09 AM,"Report received at MP-JAB-01, Jabalpur: house burglary between 03-05-2024 08:33 PM and 04-05-2024 09:09 AM. It is stated that the accused used a crowbar, took only selected valuables, got in through the roof, came in a four-wheeler, fled in a four-wheeler, took gold ornaments, made no attempt to avoid identification and entered without force. The dog squad was summoned to the spot. The complainant does not suspect anyone.",CHHAT,BINA_TOD_FOD,,BAHARGAON_GAYE,CHUNINDA_SAMAN,DO_TEEN,SABBAL,KOI_NAHI,,SONE_KE_GAHNE,CHAR_PAHIYA,CHAR_PAHIYA,,,,,,,,,
MP-UJJ-01,Ujjain,MP-UJJ-01/0024/2024,06-05-2024 09:20 AM,CHAIN_JHAPATNA,05-05-2024 04:34 AM,05-05-2024 04:38 AM,"The informant reported a chain snatching in the jurisdiction of MP-UJJ-01 between 05-05-2024 04:34 AM and 05-05-2024 04:38 AM. It is stated that the accused escaped along the main road, wore gloves, rode a motorcycle, left no sign of tools, targeted a victim on a morning walk, took gold ornaments and came on a two-wheeler. Fingerprint experts visited the scene. The total value of the stolen property is estimated at Rs. 438,964.",,,,,,EK,KOI_NAHI,DASTANE,AKASMIK,SONE_KE_GAHNE,DO_PAHIYA,,,,,MOTORCYCLE,SUBAH_TEHALNA,MUKHYA_MARG,,,
MP-GWA-02,Gwalior,MP-GWA-02/0031/2024,06-05-2024 03:32 PM,VAHAN_CHORI,04-05-2024,05-05-2024,"Report received at MP-GWA-02, Gwalior: vehicle theft between 04-05-2024 and 05-05-2024. It is stated that the accused lifted or towed it away, came on a two-wheeler, fled in a four-wheeler, took a vehicle, used a crowbar, took it from residential parking, made no attempt to avoid identification, appear to have picked the target by chance and stole a car. The complainant does not suspect anyone. A spot panchnama was drawn up in the presence of witnesses.",,,,,,CHAAR_SE_ADHIK,SABBAL,KOI_NAHI,AKASMIK,VAHAN,DO_PAHIYA,CHAR_PAHIYA,CAR,UTHA_LE_GAYE,GHAR_KE_BAHAR,,,,,,
MP-UJJ-06,Ujjain,MP-UJJ-06/0021/2024,06-05-2024 04:35 PM,GRIH_BHEDAN,04-05-2024 03:58 PM,05-05-2024 02:16 PM,"Complainant appeared at MP-UJJ-06 and stated that a house burglary happened between 04-05-2024 03:58 PM and 05-05-2024 02:16 PM in Ujjain. It is stated that the accused left no sign of tools, made no attempt to avoid identification, targeted a row house, were a group of four or more, got in through the door, opened it with a duplicate key and fled on a two-wheeler. Enquiries with nearby residents are in progress. A spot panchnama was drawn up in the presence of witnesses.",DARWAZA,NAKLI_CHABI,KATAR_MAKAN,THODI_DER_BAHAR,SAB_BIKHRA,CHAAR_SE_ADHIK,KOI_NAHI,KOI_NAHI,,,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-GWA-03,Gwalior,MP-GWA-03/0030/2024,06-05-2024 11:20 PM,GRIH_BHEDAN,04-05-2024 05:44 PM,05-05-2024 07:19 AM,"Report received at MP-GWA-03, Gwalior: house burglary between 04-05-2024 05:44 PM and 05-05-2024 07:19 AM. It is stated that the accused used a screwdriver, made no attempt to avoid identification, made a hole in the wall, came in a four-wheeler, targeted an independent house and struck while the occupants were out. Street lights in the area were reported not working. Enquiries with nearby residents are in progress.",DEEWAR_TODKAR,,SWATANTRA_MAKAN,THODI_DER_BAHAR,,,PECHKAS,KOI_NAHI,,,CHAR_PAHIYA,PAIDAL,,,,,,,,,
MP-BHO-02,Bhopal,MP-BHO-02/0019/2024,07-05-2024 07:07 AM,DUKAN_BHEDAN,03-05-2024 12:17 PM,06-05-2024 10:28 AM,"Complainant appeared at MP-BHO-02 and stated that a break-in at commercial premises happened between 03-05-2024 12:17 PM and 06-05-2024 10:28 AM in Bhopal. It is stated that the accused fled in a four-wheeler, came in a four-wheeler, got in through the roof, struck while the premises were closed for a holiday and left no sign of tools. The total value of the stolen property is estimated at Rs. 227,457. The dog squad was summoned to the spot.",CHHAT,TALA_TODA,,CHHUTTI_ME_BAND,CHUNINDA_SAMAN,,KOI_NAHI,DASTANE,,,CHAR_PAHIYA,,,,,,,,,,
MP-IND-06,Indore,MP-IND-06/0027/2024,07-05-2024 09:26 AM,VAHAN_CHORI,06-05-2024 07:13 PM,07-05-2024 12:21 AM,"Report received at MP-IND-06, Indore: vehicle theft between 06-05-2024 07:13 PM and 07-05-2024 12:21 AM. It is stated that the accused broke the handle lock, acted alone, stole a scooter, struck during the day, took it from the roadside, used a crowbar, used a screwdriver, took documents and took a vehicle. The complainant noticed the incident on returning and informed the police. The total value of the stolen property is estimated at Rs. 230,369.",,,,,,EK,SABBAL|PECHKAS,KOI_NAHI,,DASTAVEZ|VAHAN,PAIDAL,,SCOOTY,HANDLE_LOCK_TODA,SADAK_KINARE,,,,,,
MP-JAB-01,Jabalpur,MP-JAB-01/0033/2024,07-05-2024 10:23 AM,CHAIN_JHAPATNA,07-05-2024 03:53 AM,07-05-2024 03:59 AM,"Complainant appeared at MP-JAB-01 and stated that a chain snatching happened between 07-05-2024 03:53 AM and 07-05-2024 03:59 AM in Jabalpur. It is stated that the accused appear to have watched the place beforehand, targeted a victim who was shopping, came on a two-wheeler, acted alone, took gold ornaments, took electronic items and left no sign of tools. Nearby shops were closed at the time. The total value of the stolen property is estimated at Rs. 281,684.",,,,,,EK,KOI_NAHI,,REKI_KI,SONE_KE_GAHNE|ELECTRONIC_SAMAN,DO_PAHIYA,,,,,MOTORCYCLE,KHAREEDARI,MUKHYA_MARG,,,
MP-JAB-02,Jabalpur,MP-JAB-02/0030/2024,07-05-2024 12:36 PM,VAHAN_CHORI,05-05-2024,06-05-2024,"Complainant appeared at MP-JAB-02 and stated that a vehicle theft happened between 05-05-2024 and 06-05-2024 in Jabalpur. It is stated that the accused acted alone, made no attempt to avoid identification and left no sign of tools. The complainant has submitted bills for some of the items. The total value of the stolen property is estimated at Rs. 314,780.",,,,,,EK,KOI_NAHI,KOI_NAHI,,,DO_PAHIYA,DO_PAHIYA,,,SARVAJANIK_PARKING,,,,,,
MP-GWA-05,Gwalior,MP-GWA-05/0026/2024,07-05-2024 05:37 PM,VAHAN_CHORI,07-05-2024 04:17 AM,07-05-2024 11:47 AM,"Report received at MP-GWA-05, Gwalior: vehicle theft between 07-05-2024 04:17 AM and 07-05-2024 11:47 AM. It is stated that the accused stole a motorcycle, started it with a duplicate key, appear to have picked the target by chance, took it from residential parking, came on foot, took a vehicle and acted alone. A relative of the complainant was the first to notice. The total value of the stolen property is estimated at Rs. 461,818.",,,,,,EK,KOI_NAHI,CCTV_TODA,AKASMIK,VAHAN,PAIDAL,,MOTORCYCLE,NAKLI_CHABI,GHAR_KE_BAHAR,,,,,,
MP-BHO-01,Bhopal,MP-BHO-01/0027/2024,07-05-2024 09:09 PM,GRIH_BHEDAN,06-05-2024 11:03 PM,07-05-2024 07:33 AM,"Report received at MP-BHO-01, Bhopal: house burglary between 06-05-2024 11:03 PM and 07-05-2024 07:33 AM. It is stated that the accused climbed in via the balcony, fled on a two-wheeler, broke the lock, used a crowbar, targeted an independent house, appear to have watched the place beforehand, took gold ornaments, took cash, made no attempt to avoid identification, struck while the occupants were out and ransacked the place. The beat constable had passed the area about an hour earlier. The total value of the stolen property is estimated at Rs. 368,483.",BALCONY,TALA_TODA,SWATANTRA_MAKAN,THODI_DER_BAHAR,SAB_BIKHRA,,SABBAL,KOI_NAHI,REKI_KI,SONE_KE_GAHNE|NAKAD,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-UJJ-01,Ujjain,MP-UJJ-01/0025/2024,07-05-2024 11:47 PM,ATM_CHHEDCHHAD,07-05-2024 12:07 AM,07-05-2024 02:03 PM,"The informant reported a ATM tampering in the jurisdiction of MP-UJJ-01 between 07-05-2024 12:07 AM and 07-05-2024 02:03 PM. It is stated that the accused took nothing, used a screwdriver, disabled the CCTV camera, targeted an offsite ATM kiosk, fled on a two-wheeler, were two or three persons and left the alarm untouched. Street lights in the area were reported not working. The dog squad was summoned to the spot.",,,,,,DO_TEEN,PECHKAS,CCTV_TODA,,KUCHH_NAHI,,DO_PAHIYA,,,,,,,BAHARI_ATM,NOTE_ATKAYE,ALARM_CHALU
MP-UJJ-03,Ujjain,MP-UJJ-03/0015/2024,08-05-2024 03:14 AM,VAHAN_CHORI,07-05-2024 12:44 AM,07-05-2024 06:57 AM,"The informant reported a vehicle theft in the jurisdiction of MP-UJJ-03 between 07-05-2024 12:44 AM and 07-05-2024 06:57 AM. It is stated that the accused struck at night, took a vehicle, fled on a two-wheeler, took it from a market area, made no attempt to avoid identification, came on foot, appear to have watched the place beforehand, stole a motorcycle and found the key left in the vehicle. The dog squad was summoned to the spot. It had been raining heavily that evening.",,,,,,,KOI_NAHI,KOI_NAHI,REKI_KI,VAHAN,PAIDAL,DO_PAHIYA,MOTORCYCLE,CHABI_LAGI_THI,BAZAAR,,,,,,
MP-JAB-05,Jabalpur,MP-JAB-05/0027/2024,08-05-2024 08:07 AM,GRIH_BHEDAN,07-05-2024 07:52 PM,07-05-2024 10:38 PM,"Complainant appeared at MP-JAB-05 and stated that a house burglary happened between 07-05-2024 07:52 PM and 07-05-2024 10:38 PM in Jabalpur. It is stated that the accused came on foot, struck while the occupants were inside, used a crowbar, fled on foot, struck during the day, climbed in via the balcony, targeted an independent house and made no attempt to avoid identification. The complainant has submitted bills for some of the items.",BALCONY,DHAKKA_DEKAR_KHOLA,SWATANTRA_MAKAN,GHAR_WALE_MAUJOOD,SAB_BIKHRA,,SABBAL,KOI_NAHI,,SONE_KE_GAHNE|NAKAD|DASTAVEZ,PAIDAL,PAIDAL,,,,,,,,,
MP-IND-03,Indore,MP-IND-03/0031/2024,08-05-2024 10:38 AM,ATM_CHHEDCHHAD,06-05-2024 09:22 PM,07-05-2024 02:04 AM,"Complainant appeared at MP-IND-03 and stated that a ATM tampering happened between 06-05-2024 09:22 PM and 07-05-2024 02:04 AM in Indore. It is stated that the accused fled in a four-wheeler, used a cutter, forced the machine open, struck at night, left the alarm untouched, came in a four-wheeler and took cash. The complainant has submitted bills for some of the items. Nearby shops were closed at the time.",,,,,,,KATAR,,REKI_KI,,CHAR_PAHIYA,CHAR_PAHIYA,,,,,,,BAHARI_ATM,TODKAR_KHOLA,ALARM_CHALU
MP-GWA-05,Gwalior,MP-GWA-05/0027/2024,08-05-2024 03:39 PM,GRIH_BHEDAN,05-05-2024 10:41 PM,06-05-2024 09:42 AM,"Report received at MP-GWA-05, Gwalior: house burglary between 05-05-2024 10:41 PM and 06-05-2024 09:42 AM. It is stated that the accused ransacked the place, took gold ornaments, took electronic items, came on a two-wheeler, forced the door open, were a group of four or more, appear to have picked the target by chance, struck early in the morning, got in through the door, wore gloves and targeted a row house. The beat constable had passed the area about an hour earlier. Nearby shops were closed at the time.",DARWAZA,DHAKKA_DEKAR_KHOLA,KATAR_MAKAN,BAHARGAON_GAYE,SAB_BIKHRA,CHAAR_SE_ADHIK,,DASTANE,AKASMIK,SONE_KE_GAHNE|ELECTRONIC_SAMAN,DO_PAHIYA,,,,,,,,,,
MP-IND-03,Indore,MP-IND-03/0032/2024,08-05-2024 05:35 PM,VAHAN_CHORI,08-05-2024 04:59 AM,08-05-2024 07:46 AM,"The informant reported a vehicle theft in the jurisdiction of MP-IND-03 between 08-05-2024 04:59 AM and 08-05-2024 07:46 AM. It is stated that the accused took a vehicle, came on a two-wheeler, left no sign of tools, took it from residential parking, made no attempt to avoid identification, fled on a two-wheeler, were two or three persons and broke the handle lock. The total value of the stolen property is estimated at Rs. 164,685. A relative of the complainant was the first to notice.",,,,,,DO_TEEN,KOI_NAHI,KOI_NAHI,,VAHAN,DO_PAHIYA,DO_PAHIYA,SCOOTY,HANDLE_LOCK_TODA,GHAR_KE_BAHAR,,,,,,
MP-BHO-06,Bhopal,MP-BHO-06/0023/2024,08-05-2024 07:21 PM,DUKAN_BHEDAN,08-05-2024 01:42 AM,08-05-2024 10:46 AM,"The informant reported a break-in at commercial premises in the jurisdiction of MP-BHO-06 between 08-05-2024 01:42 AM and 08-05-2024 10:46 AM. It is stated that the accused came on foot, used a screwdriver, struck while the occupants were out, made no attempt to avoid identification, targeted an independent house, ransacked the place, fled on foot, were two or three persons, took gold ornaments, took cash, took electronic items and appear to have watched the place beforehand. Neighbours stated they did not hear anything unusual. The total value of the stolen property is estimated at Rs. 82,093.",BALCONY,,SWATANTRA_MAKAN,THODI_DER_BAHAR,SAB_BIKHRA,DO_TEEN,PECHKAS,KOI_NAHI,,SONE_KE_GAHNE|NAKAD|ELECTRONIC_SAMAN,PAIDAL,PAIDAL,,,,,,,,,
MP-GWA-04,Gwalior,MP-GWA-04/0030/2024,09-05-2024 02:43 AM,CHAIN_JHAPATNA,07-05-2024 05:24 AM,07-05-2024 05:36 AM,"Report received at MP-GWA-04, Gwalior: chain snatching between 07-05-2024 05:24 AM and 07-05-2024 05:36 AM. It is stated that the accused took nothing, targeted a victim who was walking, had their faces covered, escaped along the main road, came on a two-wheeler, struck early in the morning and acted alone. The beat constable had passed the area about an hour earlier.",,,,,,EK,,MUNH_DHAKA,,KUCHH_NAHI,DO_PAHIYA,DO_PAHIYA,,,,SCOOTY,PAIDAL_JA_RAHI,MUKHYA_MARG,,,
MP-BHO-06,Bhopal,MP-BHO-06/0024/2024,09-05-2024 04:24 AM,DUKAN_BHEDAN,04-05-2024 04:42 PM,05-05-2024 09:14 AM,"Complainant appeared at MP-BHO-06 and stated that a break-in at commercial premises happened between 04-05-2024 04:42 PM and 05-05-2024 09:14 AM in Bhopal. It is stated that the accused struck while the premises were closed for the night, appear to have picked the target by chance, made no attempt to avoid identification and broke the lock. The dog squad was summoned to the spot. The complainant does not suspect anyone.",KHIDKI,TALA_TODA,DUKAN,RAAT_ME_BAND,SAB_BIKHRA,,SABBAL|KATAR,KOI_NAHI,AKASMIK,NAKAD|ELECTRONIC_SAMAN,DO_PAHIYA,,,,,,,,,,
MP-UJJ-04,Ujjain,MP-UJJ-04/0029/2024,09-05-2024 05:27 AM,CHAIN_JHAPATNA,09-05-2024 12:16 AM,09-05-2024 12:20 AM,"Complainant appeared at MP-UJJ-04 and stated that a chain snatching happened between 09-05-2024 12:16 AM and 09-05-2024 12:20 AM in Ujjain. It is stated that the accused struck at night, targeted a victim who was walking, left no sign of tools, escaped through the lanes, rode a motorcycle and were two or three persons. Fingerprint experts visited the scene.",,,,,,,KOI_NAHI,,,SONE_KE_GAHNE|ELECTRONIC_SAMAN,,,,,,MOTORCYCLE,PAIDAL_JA_RAHI,GALIYON_SE,,,
MP-JAB-05,Jabalpur,MP-JAB-05/0028/2024,09-05-2024 08:50 AM,VAHAN_CHORI,08-05-2024 05:41 AM,08-05-2024 08:41 AM,"Complainant appeared at MP-JAB-05 and stated that a vehicle theft happened between 08-05-2024 05:41 AM and 08-05-2024 08:41 AM in Jabalpur. It is stated that the accused took it from residential parking, started it with a duplicate key, appear to have picked the target by chance, struck during the day, came on foot, stole a motorcycle and took a vehicle. Fingerprint experts visited the scene. A spot panchnama was drawn up in the presence of witnesses.",,,,,,DO_TEEN,,KOI_NAHI,AKASMIK,VAHAN,,,MOTORCYCLE,NAKLI_CHABI,GHAR_KE_BAHAR,,,,,,
MP-BHO-06,Bhopal,MP-BHO-06/0025/2024,09-05-2024 06:46 PM,VAHAN_CHORI,08-05-2024 01:00 PM,09-05-2024 04:49 AM,"The informant reported a vehicle theft in the jurisdiction of MP-BHO-06 between 08-05-2024 01:00 PM and 09-05-2024 04:49 AM. It is stated that the accused had their faces covered, took it from the roadside, came on a two-wheeler, took a vehicle, fled on a two-wheeler, stole a motorcycle and left no sign of tools. The beat constable had passed the area about an hour earlier. The total value of the stolen property is estimated at Rs. 346,768.",,,,,,EK,KOI_NAHI,MUNH_DHAKA,AKASMIK,VAHAN,DO_PAHIYA,DO_PAHIYA,MOTORCYCLE,UTHA_LE_GAYE,SADAK_KINARE,,,,,,
MP-JAB-02,Jabalpur,MP-JAB-02/0031/2024,10-05-2024 04:00 AM,CHAIN_JHAPATNA,06-05-2024,06-05-2024,"The informant reported a chain snatching in the jurisdiction of MP-JAB-02 between 06-05-2024 and 06-05-2024. It is stated that the accused had their faces covered, left no sign of tools, were two or three persons, took gold ornaments and took cash. A spot panchnama was drawn up in the presence of witnesses. Nearby shops were closed at the time.",,,,,,DO_TEEN,KOI_NAHI,MUNH_DHAKA,AKASMIK,SONE_KE_GAHNE|NAKAD,DO_PAHIYA,,,,,,,,,,
