fir_number,district_name,ps_name,crime_category,offence_from_dt,offence_to_dt,fir_reg_dt,mo_description,brief_facts
TG-RAN-07/0010/2024,Rangareddy,TG-RAN-07,HB - Residential,2024-04-29T01:59:00,2024-04-29T05:23:00,2024-04-30T18:21:00,Accused struck while the occupants were inside; targeted an apartment; were a group of four or more; fled on foot; used a screwdriver; climbed in via the balcony; struck at night; entered without force; took electronic items; took documents.,"Case registered at TG-RAN-07 on a complaint of house burglary committed between 2024-04-29T01:59:00 and 2024-04-29T05:23:00. It is stated that the accused struck while the occupants were inside, ransacked the place, targeted an apartment, were a group of four or more, fled on foot, used a screwdriver, appear to have had inside information, climbed in via the balcony, struck at night, entered without force, took electronic items and took documents. The beat constable had passed the area about an hour earlier. Enquiries with nearby residents are in progress."
TG-RAN-05/0015/2024,Rangareddy,TG-RAN-05,HB - Residential,2024-04-28T19:53:00,2024-04-30T09:03:00,2024-05-01T04:54:00,Accused came on a two-wheeler; targeted an apartment; fled on a two-wheeler; took cash; struck while the house was locked for days; made no attempt to avoid identification; broke the lock; got in through the door; left no sign of tools.,"Complaint received at TG-RAN-05 (Rangareddy) regarding house burglary between 2024-04-28T19:53:00 and 2024-04-30T09:03:00. It is stated that the accused came on a two-wheeler, targeted an apartment, fled on a two-wheeler, appear to have picked the target by chance, took cash, struck while the house was locked for days, made no attempt to avoid identification, broke the lock and left no sign of tools. Neighbours stated they did not hear anything unusual. It had been raining heavily that evening."
TG-RAN-01/0020/2024,Rangareddy,TG-RAN-01,Chain Snatching,2024-04-30T06:51:00,2024-04-30T06:55:00,2024-05-01T10:27:00,Accused left no sign of tools; struck early in the morning; came on a two-wheeler; fled on a two-wheeler; appear to have watched the place beforehand; rode a scooter; targeted a victim who was walking; had their faces covered.,"Case registered at TG-RAN-01 on a complaint of chain snatching committed between 2024-04-30T06:51:00 and 2024-04-30T06:55:00. It is stated that the accused struck early in the morning, came on a two-wheeler, fled on a two-wheeler, appear to have watched the place beforehand and had their faces covered. The total value of the stolen property is estimated at Rs. 206,894. Enquiries with nearby residents are in progress."
TG-HAN-01/0016/2024,Hanumakonda,TG-HAN-01,ATM Offence,2024-04-30T07:41:00,2024-05-01T05:24:00,2024-05-01T12:39:00,Accused came on a two-wheeler; appear to have picked the target by chance; used a crowbar; acted alone; left the alarm untouched; took cash.,"Case registered at TG-HAN-01 on a complaint of ATM tampering committed between 2024-04-30T07:41:00 and 2024-05-01T05:24:00. It is stated that the accused came on a two-wheeler, appear to have picked the target by chance, used a crowbar, wore gloves, acted alone, left the alarm untouched, took cash and targeted an ATM at a bank branch. The beat constable had passed the area about an hour earlier. Street lights in the area were reported not working."
TG-HAN-07/0014/2024,Hanumakonda,TG-HAN-07,MV Theft,2024-05-01T00:54:00,2024-05-01T10:43:00,2024-05-01T16:53:00,Accused took a vehicle; appear to have had inside information; came on foot; stole a scooter; struck early in the morning; took it from station parking; started it with a duplicate key; were a group of four or more; made no attempt to avoid identification.,"Case registered at TG-HAN-07 on a complaint of vehicle theft committed between 2024-05-01T00:54:00 and 2024-05-01T10:43:00. It is stated that the accused took a vehicle, appear to have had inside information, came on foot, stole a scooter, struck early in the morning, used a screwdriver, took it from station parking, started it with a duplicate key, were a group of four or more and made no attempt to avoid identification. A spot panchnama was drawn up in the presence of witnesses. Fingerprint experts visited the scene."
TG-RAN-02/0015/2024,Rangareddy,TG-RAN-02,MV Theft,2024-05-01,2024-05-01,2024-05-01T19:41:00,Accused took a vehicle; acted alone; made no attempt to avoid identification; stole a scooter; fled on a two-wheeler; broke the handle lock.,"The complainant reported vehicle theft that occurred between 2024-05-01 and 2024-05-01 in Rangareddy. It is stated that the accused took a vehicle, acted alone, struck at night, made no attempt to avoid identification, used a cutter, fled on a two-wheeler, broke the handle lock and came on a two-wheeler. Nearby shops were closed at the time. The complainant has submitted bills for some of the items."
TG-HAN-05/0018/2024,Hanumakonda,TG-HAN-05,HB - Commercial,2024-04-30T21:17:00,2024-05-01T09:04:00,2024-05-01T23:26:00,Accused struck while the premises were closed for the night; acted alone; struck at night; used a cutter; took cash; took electronic items; broke the lock; targeted a godown; fled in a four-wheeler; came in a four-wheeler.,"Case registered at TG-HAN-05 on a complaint of break-in at commercial premises committed between 2024-04-30T21:17:00 and 2024-05-01T09:04:00. It is stated that the accused struck while the premises were closed for the night, acted alone, struck at night, used a cutter, took cash, took electronic items, broke the lock, targeted a godown, fled in a four-wheeler and came in a four-wheeler. It had been raining heavily that evening. Nearby shops were closed at the time."
TG-KAR-03/0017/2024,Karimnagar,TG-KAR-03,HB - Commercial,2024-04-28,2024-04-29,2024-05-01T23:52:00,Accused came on foot; disabled the CCTV camera; ransacked the place; fled on foot; appear to have watched the place beforehand; took cash; took electronic items; forced the door open; got in through the door; were two or three persons; targeted an office; struck while the premises were closed for the night.,"Complaint received at TG-KAR-03 (Karimnagar) regarding break-in at commercial premises between 2024-04-28 and 2024-04-29. It is stated that the accused came on foot, disabled the CCTV camera, ransacked the place, fled on foot, appear to have watched the place beforehand, took cash, took electronic items, forced the door open, got in through the door, targeted an office and struck while the premises were closed for the night. Neighbours stated they did not hear anything unusual. A relative of the complainant was the first to notice."
TG-HAN-07/0015/2024,Hanumakonda,TG-HAN-07,HB - Residential,2024-05-01T03:31:00,2024-05-01T09:32:00,2024-05-02T01:31:00,Accused fled on a two-wheeler; broke the lock; came on a two-wheeler; made no attempt to avoid identification; targeted an apartment; took cash; ransacked the place; struck while the occupants were inside; struck early in the morning.,"Case registered at TG-HAN-07 on a complaint of house burglary committed between 2024-05-01T03:31:00 and 2024-05-01T09:32:00. It is stated that the accused fled on a two-wheeler, broke the lock, appear to have watched the place beforehand, came on a two-wheeler, made no attempt to avoid identification, targeted an apartment, were two or three persons, took cash, ransacked the place and struck while the occupants were inside. A spot panchnama was drawn up in the presence of witnesses. Fingerprint experts visited the scene."
TG-NIZ-03/0022/2024,Nizamabad,TG-NIZ-03,MV Theft,2024-04-29T09:11:00,2024-04-29T12:47:00,2024-05-02T09:25:00,Accused struck during the day; fled in a four-wheeler; came on a two-wheeler; acted alone; left no sign of tools; took it from the roadside; stole a car; started it by joining the wires; took a vehicle.,"Complaint received at TG-NIZ-03 (Nizamabad) regarding vehicle theft between 2024-04-29T09:11:00 and 2024-04-29T12:47:00. It is stated that the accused struck during the day, fled in a four-wheeler, acted alone, left no sign of tools, took it from the roadside, stole a car and started it by joining the wires. Enquiries with nearby residents are in progress. The complainant has submitted bills for some of the items."
TG-NIZ-04/0022/2024,Nizamabad,TG-NIZ-04,HB - Commercial,2024-04-28T21:49:00,2024-04-29T12:12:00,2024-05-03T15:51:00,Accused took only selected valuables; made no attempt to avoid identification; struck while the premises were closed for the night; came in a four-wheeler; fled in a four-wheeler; targeted a godown; were two or three persons; got in by lifting the shutter; used a crowbar; used a cutter; took electronic items.,"The complainant reported break-in at commercial premises that occurred between 2024-04-28T21:49:00 and 2024-04-29T12:12:00 in Nizamabad. It is stated that the accused took only selected valuables, made no attempt to avoid identification, struck while the premises were closed for the night, came in a four-wheeler, fled in a four-wheeler, targeted a godown, were two or three persons, got in by lifting the shutter, used a crowbar, used a cutter and took electronic items. A spot panchnama was drawn up in the presence of witnesses. It had been raining heavily that evening."
TG-HYD-07/0012/2024,Hyderabad,TG-HYD-07,HB - Residential,2024-05-02T22:48:00,2024-05-03T07:50:00,2024-05-04T02:28:00,Accused got in through a window; took only selected valuables; broke the lock; struck while the occupants were out; made no attempt to avoid identification; used a crowbar; used a cutter; used a screwdriver; were two or three persons; took gold ornaments; took cash; fled on foot; came on a two-wheeler; targeted an apartment; struck at night.,"The complainant reported house burglary that occurred between 2024-05-02T22:48:00 and 2024-05-03T07:50:00 in Hyderabad. It is stated that the accused got in through a window, broke the lock, struck while the occupants were out, made no attempt to avoid identification, used a crowbar, used a cutter, used a screwdriver, were two or three persons, took gold ornaments, took cash, fled on foot, came on a two-wheeler, targeted an apartment and struck at night. Neighbours stated they did not hear anything unusual. A relative of the complainant was the first to notice."
TG-RAN-02/0016/2024,Rangareddy,TG-RAN-02,HB - Residential,2024-05-04,2024-05-04,2024-05-04T06:41:00,Accused appear to have watched the place beforehand; took cash; got in through the door; left no sign of tools; fled on a two-wheeler; targeted an apartment; made no attempt to avoid identification; ransacked the place; struck while the occupants were inside; were two or three persons; came on a two-wheeler.,"Complaint received at TG-RAN-02 (Rangareddy) regarding house burglary between 2024-05-04 and 2024-05-04. It is stated that the accused appear to have watched the place beforehand, took cash, got in through the door, left no sign of tools, fled on a two-wheeler, made no attempt to avoid identification, ransacked the place, struck while the occupants were inside, were two or three persons and came on a two-wheeler. The beat constable had passed the area about an hour earlier. The dog squad was summoned to the spot."
TG-NIZ-05/0016/2024,Nizamabad,TG-NIZ-05,HB - Residential,2024-05-03T20:16:00,2024-05-04T02:43:00,2024-05-04T14:03:00,Accused took gold ornaments; struck at night; came in a four-wheeler; forced the door open; used a crowbar; climbed in via the balcony; ransacked the place; acted alone; fled in a four-wheeler; struck while the occupants were out; had their faces covered.,"Complaint received at TG-NIZ-05 (Nizamabad) regarding house burglary between 2024-05-03T20:16:00 and 2024-05-04T02:43:00. It is stated that the accused took gold ornaments, struck at night, targeted an apartment, came in a four-wheeler, forced the door open, appear to have watched the place beforehand, climbed in via the balcony, ransacked the place, acted alone, struck while the occupants were out and had their faces covered. Enquiries with nearby residents are in progress. The total value of the stolen property is estimated at Rs. 156,988."
TG-NIZ-03/0023/2024,Nizamabad,TG-NIZ-03,Chain Snatching,2024-05-04T04:38:00,2024-05-04T04:43:00,2024-05-04T21:28:00,Accused took nothing; escaped towards the highway; left no sign of tools; targeted a victim who was walking; came on a two-wheeler; rode a scooter; struck early in the morning.,"The complainant reported chain snatching that occurred between 2024-05-04T04:38:00 and 2024-05-04T04:43:00 in Nizamabad. It is stated that the accused appear to have picked the target by chance, escaped towards the highway, left no sign of tools, targeted a victim who was walking, came on a two-wheeler, rode a scooter and struck early in the morning. A spot panchnama was drawn up in the presence of witnesses. Fingerprint experts visited the scene."
TG-HYD-06/0022/2024,Hyderabad,TG-HYD-06,MV Theft,2024-05-03T21:02:00,2024-05-04T06:13:00,2024-05-04T23:12:00,Accused came on a two-wheeler; took a vehicle; took it from residential parking; left no sign of tools; were two or three persons; fled on a two-wheeler; appear to have picked the target by chance; stole a motorcycle; struck at night; lifted or towed it away; made no attempt to avoid identification.,"Complaint received at TG-HYD-06 (Hyderabad) regarding vehicle theft between 2024-05-03T21:02:00 and 2024-05-04T06:13:00. It is stated that the accused came on a two-wheeler, took a vehicle, left no sign of tools, were two or three persons, fled on a two-wheeler, appear to have picked the target by chance, stole a motorcycle, struck at night, lifted or towed it away and made no attempt to avoid identification. It had been raining heavily that evening. The complainant noticed the incident on returning and informed the police."
TG-NIZ-01/0013/2024,Nizamabad,TG-NIZ-01,MV Theft,2024-05-03T22:01:00,2024-05-04T03:33:00,2024-05-05T07:36:00,Accused were two or three persons; stole a goods vehicle; lifted or towed it away; took a vehicle; appear to have had inside information; struck at night; made no attempt to avoid identification.,"Complaint received at TG-NIZ-01 (Nizamabad) regarding vehicle theft between 2024-05-03T22:01:00 and 2024-05-04T03:33:00. It is stated that the accused were two or three persons, stole a goods vehicle, lifted or towed it away, took a vehicle, appear to have had inside information and struck at night. The complainant noticed the incident on returning and informed the police. The beat constable had passed the area about an hour earlier."
TG-HAN-07/0016/2024,Hanumakonda,TG-HAN-07,HB - Residential,2024-05-04T15:11:00,2024-05-05T00:21:00,2024-05-05T20:33:00,Accused struck while the occupants were out; were two or three persons; entered without force; took cash; got in through the door; struck during the day; made no attempt to avoid identification; fled on foot; ransacked the place.,"The complainant reported house burglary that occurred between 2024-05-04T15:11:00 and 2024-05-05T00:21:00 in Hanumakonda. It is stated that the accused struck while the occupants were out, were two or three persons, took cash, got in through the door, struck during the day, fled on foot and ransacked the place. Nearby shops were closed at the time. The beat constable had passed the area about an hour earlier."
TG-HYD-07/0013/2024,Hyderabad,TG-HYD-07,Chain Snatching,2024-05-01,2024-05-01,2024-05-06T00:45:00,Accused left no sign of tools; had their faces covered; escaped through the lanes; came on a two-wheeler; took gold ornaments; took electronic items; were two or three persons; fled on a two-wheeler; appear to have picked the target by chance.,"Complaint received at TG-HYD-07 (Hyderabad) regarding chain snatching between 2024-05-01 and 2024-05-01. It is stated that the accused left no sign of tools, targeted a victim who was shopping, had their faces covered, escaped through the lanes, came on a two-wheeler, took gold ornaments, took electronic items, were two or three persons, fled on a two-wheeler and struck at night. It had been raining heavily that evening. The total value of the stolen property is estimated at Rs. 421,375."
TG-NIZ-03/0024/2024,Nizamabad,TG-NIZ-03,Chain Snatching,2024-05-04T04:22:00,2024-05-04T04:28:00,2024-05-06T04:44:00,Accused had their faces covered; came on a two-wheeler; rode a motorcycle; targeted a victim who was walking; fled on a two-wheeler; escaped towards the highway; took gold ornaments; struck early in the morning; left no sign of tools; were two or three persons.,"The complainant reported chain snatching that occurred between 2024-05-04T04:22:00 and 2024-05-04T04:28:00 in Nizamabad. It is stated that the accused had their faces covered, came on a two-wheeler, targeted a victim who was walking, fled on a two-wheeler, escaped towards the highway, took gold ornaments, struck early in the morning, left no sign of tools and were two or three persons. The complainant does not suspect anyone. Neighbours stated they did not hear anything unusual."
TG-KAR-06/0021/2024,Karimnagar,TG-KAR-06,MV Theft,2024-05-06T01:09:00,2024-05-06T05:54:00,2024-05-06T12:30:00,Accused started it by joining the wires; took it from station parking; struck at night; appear to have picked the target by chance; took a vehicle; fled on a two-wheeler; made no attempt to avoid identification; used a crowbar; used a screwdriver; stole a scooter; came on a two-wheeler.,"The complainant reported vehicle theft that occurred between 2024-05-06T01:09:00 and 2024-05-06T05:54:00 in Karimnagar. It is stated that the accused started it by joining the wires, took it from station parking, appear to have picked the target by chance, acted alone, took a vehicle, fled on a two-wheeler, made no attempt to avoid identification, used a crowbar, used a screwdriver, stole a scooter and came on a two-wheeler. The beat constable had passed the area about an hour earlier. The total value of the stolen property is estimated at Rs. 353,727."
TG-KAR-03/0018/2024,Karimnagar,TG-KAR-03,HB - Residential,2024-05-04,2024-05-04,2024-05-06T12:54:00,Accused fled on foot; took gold ornaments; took a vehicle; came on a two-wheeler; struck while the occupants were inside; targeted an independent house; used a screwdriver; were two or three persons; broke the lock; ransacked the place; made no attempt to avoid identification.,"The complainant reported house burglary that occurred between 2024-05-04 and 2024-05-04 in Karimnagar. It is stated that the accused fled on foot, took gold ornaments, took a vehicle, came on a two-wheeler, struck while the occupants were inside, targeted an independent house, used a screwdriver, were two or three persons, broke the lock, ransacked the place and made no attempt to avoid identification. Neighbours stated they did not hear anything unusual. Enquiries with nearby residents are in progress."
TG-HYD-02/0015/2024,Hyderabad,TG-HYD-02,HB - Commercial,2024-05-04T22:42:00,2024-05-05T17:52:00,2024-05-06T15:30:00,Accused broke the lock; made no attempt to avoid identification; struck while the occupants were out; came in a four-wheeler; took electronic items; got in through the door; took only selected valuables; used a gas cutter.,"Case registered at TG-HYD-02 on a complaint of break-in at commercial premises committed between 2024-05-04T22:42:00 and 2024-05-05T17:52:00. It is stated that the accused broke the lock, made no attempt to avoid identification, struck while the occupants were out, came in a four-wheeler, took electronic items and got in through the door. Fingerprint experts visited the scene. Enquiries with nearby residents are in progress."
TG-HAN-05/0019/2024,Hanumakonda,TG-HAN-05,MV Theft,2024-05-04T15:40:00,2024-05-04T17:36:00,2024-05-06T16:53:00,Accused left no sign of tools; took a vehicle; started it by joining the wires; had their faces covered; stole a scooter; fled on a two-wheeler; struck during the day.,"Complaint received at TG-HAN-05 (Hanumakonda) regarding vehicle theft between 2024-05-04T15:40:00 and 2024-05-04T17:36:00. It is stated that the accused left no sign of tools, acted alone, started it by joining the wires, had their faces covered, stole a scooter, fled on a two-wheeler and took it from the roadside. The dog squad was summoned to the spot. A relative of the complainant was the first to notice."
TG-NIZ-03/0025/2024,Nizamabad,TG-NIZ-03,Chain Snatching,2024-05-06T06:31:00,2024-05-06T06:35:00,2024-05-06T17:29:00,Accused escaped along the main road; rode a motorcycle; struck early in the morning; appear to have watched the place beforehand; took nothing; were two or three persons; fled on a two-wheeler; came on a two-wheeler; made no attempt to avoid identification.,"The complainant reported chain snatching that occurred between 2024-05-06T06:31:00 and 2024-05-06T06:35:00 in Nizamabad. It is stated that the accused escaped along the main road, rode a motorcycle, struck early in the morning, appear to have watched the place beforehand, took nothing, were two or three persons, came on a two-wheeler and made no attempt to avoid identification. Nearby shops were closed at the time. A relative of the complainant was the first to notice."
TG-HAN-06/0016/2024,Hanumakonda,TG-HAN-06,MV Theft,2024-05-05,2024-05-05,2024-05-06T21:41:00,Accused acted alone; fled on a two-wheeler; took documents; took a vehicle; started it with a duplicate key; used a screwdriver; came on foot; appear to have watched the place beforehand.,"The complainant reported vehicle theft that occurred between 2024-05-05 and 2024-05-05 in Hanumakonda. It is stated that the accused acted alone, fled on a two-wheeler, took documents, took a vehicle, started it with a duplicate key, used a screwdriver, stole a scooter, came on foot and appear to have watched the place beforehand. Enquiries with nearby residents are in progress. It had been raining heavily that evening."
TG-KAR-01/0014/2024,Karimnagar,TG-KAR-01,Chain Snatching,2024-05-05T08:28:00,2024-05-05T08:38:00,2024-05-07T01:16:00,Accused escaped along the main road; left no sign of tools; struck during the day; fled on a two-wheeler; took electronic items; had their faces covered; rode a motorcycle.,"The complainant reported chain snatching that occurred between 2024-05-05T08:28:00 and 2024-05-05T08:38:00 in Karimnagar. It is stated that the accused escaped along the main road, left no sign of tools, struck during the day, fled on a two-wheeler, took electronic items, targeted a victim waiting for transport and had their faces covered. The total value of the stolen property is estimated at Rs. 146,520. A spot panchnama was drawn up in the presence of witnesses."
TG-HAN-04/0024/2024,Hanumakonda,TG-HAN-04,Chain Snatching,2024-05-05,2024-05-05,2024-05-07T06:44:00,Accused fled on foot; escaped along the main road; used no vehicle; came on foot; took gold ornaments; left no sign of tools; had their faces covered; targeted a victim riding pillion.,"The complainant reported chain snatching that occurred between 2024-05-05 and 2024-05-05 in Hanumakonda. It is stated that the accused used no vehicle, took gold ornaments, left no sign of tools, had their faces covered and targeted a victim riding pillion. The dog squad was summoned to the spot. It had been raining heavily that evening."
TG-HAN-01/0017/2024,Hanumakonda,TG-HAN-01,Chain Snatching,2024-05-06,2024-05-06,2024-05-07T11:40:00,Accused came on a two-wheeler; appear to have had inside information; took gold ornaments; rode a motorcycle; escaped along the main road; left no sign of tools; fled on a two-wheeler.,"Complaint received at TG-HAN-01 (Hanumakonda) regarding chain snatching between 2024-05-06 and 2024-05-06. It is stated that the accused came on a two-wheeler, took gold ornaments, rode a motorcycle, left no sign of tools, struck at night and fled on a two-wheeler. The complainant has submitted bills for some of the items. Street lights in the area were reported not working."
TG-RAN-06/0017/2024,Rangareddy,TG-RAN-06,Chain Snatching,2024-05-07,2024-05-07,2024-05-07T17:09:00,Accused left no sign of tools; escaped along the main road; rode a motorcycle; made no attempt to avoid identification; came on foot; took nothing; fled on a two-wheeler; acted alone.,"Case registered at TG-RAN-06 on a complaint of chain snatching committed between 2024-05-07 and 2024-05-07. It is stated that the accused left no sign of tools, escaped along the main road, targeted a victim who was walking, rode a motorcycle, made no attempt to avoid identification, came on foot, took nothing, fled on a two-wheeler and acted alone. Fingerprint experts visited the scene. Enquiries with nearby residents are in progress."
TG-HAN-04/0025/2024,Hanumakonda,TG-HAN-04,Chain Snatching,2024-05-07T10:04:00,2024-05-07T10:09:00,2024-05-07T19:38:00,Accused rode a motorcycle; struck during the day; escaped along the main road; targeted a victim who was walking; left no sign of tools; came on a two-wheeler; took gold ornaments; made no attempt to avoid identification.,"Case registered at TG-HAN-04 on a complaint of chain snatching committed between 2024-05-07T10:04:00 and 2024-05-07T10:09:00. It is stated that the accused rode a motorcycle, struck during the day, escaped along the main road, acted alone, appear to have picked the target by chance, targeted a victim who was walking, left no sign of tools, came on a two-wheeler, took gold ornaments and made no attempt to avoid identification. The total value of the stolen property is estimated at Rs. 312,246. Neighbours stated they did not hear anything unusual."
TG-HYD-01/0017/2024,Hyderabad,TG-HYD-01,HB - Residential,2024-05-06T10:43:00,2024-05-07T04:01:00,2024-05-07T22:50:00,Accused made no attempt to avoid identification; were two or three persons; targeted a row house; climbed in via the balcony; took gold ornaments; fled on a two-wheeler; left no sign of tools; broke the lock; came on a two-wheeler; struck while the occupants were out.,"Case registered at TG-HYD-01 on a complaint of house burglary committed between 2024-05-06T10:43:00 and 2024-05-07T04:01:00. It is stated that the accused made no attempt to avoid identification, were two or three persons, targeted a row house, fled on a two-wheeler, left no sign of tools, came on a two-wheeler and struck while the occupants were out. The beat constable had passed the area about an hour earlier. A relative of the complainant was the first to notice."
TG-KAR-03/0019/2024,Karimnagar,TG-KAR-03,Chain Snatching,2024-05-07T20:08:00,2024-05-07T20:12:00,2024-05-07T23:07:00,Accused escaped through the lanes; struck during the day; targeted a victim who was shopping; left no sign of tools; were two or three persons; came on a two-wheeler; fled on a two-wheeler; had their faces covered.,"The complainant reported chain snatching that occurred between 2024-05-07T20:08:00 and 2024-05-07T20:12:00 in Karimnagar. It is stated that the accused escaped through the lanes, rode a scooter, struck during the day, targeted a victim who was shopping, left no sign of tools, were two or three persons, came on a two-wheeler, fled on a two-wheeler and had their faces covered. A relative of the complainant was the first to notice. Neighbours stated they did not hear anything unusual."
TG-HYD-06/0023/2024,Hyderabad,TG-HYD-06,MV Theft,2024-05-06T17:54:00,2024-05-07T07:09:00,2024-05-08T06:43:00,Accused fled on a two-wheeler; wore gloves; took it from station parking; used a crowbar; started it by joining the wires; came on a two-wheeler; took a vehicle; stole a motorcycle; appear to have picked the target by chance.,"Complaint received at TG-HYD-06 (Hyderabad) regarding vehicle theft between 2024-05-06T17:54:00 and 2024-05-07T07:09:00. It is stated that the accused fled on a two-wheeler, wore gloves, used a crowbar, started it by joining the wires, came on a two-wheeler, took a vehicle, stole a motorcycle and appear to have picked the target by chance. The complainant noticed the incident on returning and informed the police. The complainant does not suspect anyone."
TG-HAN-05/0020/2024,Hanumakonda,TG-HAN-05,MV Theft,2024-05-07T03:00:00,2024-05-07T10:31:00,2024-05-08T09:11:00,Accused acted alone; broke the handle lock; took a vehicle; wore gloves; appear to have watched the place beforehand; struck early in the morning; came on a two-wheeler; fled in a four-wheeler; took it from the roadside; stole a car; used a screwdriver.,"The complainant reported vehicle theft that occurred between 2024-05-07T03:00:00 and 2024-05-07T10:31:00 in Hanumakonda. It is stated that the accused acted alone, broke the handle lock, took a vehicle, wore gloves, struck early in the morning, came on a two-wheeler, fled in a four-wheeler, took it from the roadside, stole a car and used a screwdriver. The dog squad was summoned to the spot. Fingerprint experts visited the scene."
TG-NIZ-07/0014/2024,Nizamabad,TG-NIZ-07,MV Theft,2024-05-07T22:30:00,2024-05-08T13:11:00,2024-05-09T03:15:00,Accused stole a motorcycle; broke the handle lock; took electronic items; took a vehicle; took it from a market area; fled on a two-wheeler; acted alone; used a screwdriver; appear to have picked the target by chance.,"The complainant reported vehicle theft that occurred between 2024-05-07T22:30:00 and 2024-05-08T13:11:00 in Nizamabad. It is stated that the accused broke the handle lock, took electronic items, took a vehicle, took it from a market area, fled on a two-wheeler, acted alone, used a screwdriver and appear to have picked the target by chance. It had been raining heavily that evening. The beat constable had passed the area about an hour earlier."
TG-KAR-06/0022/2024,Karimnagar,TG-KAR-06,HB - Residential,2024-05-08T00:17:00,2024-05-09T01:13:00,2024-05-09T06:37:00,Accused were two or three persons; broke the lock; ransacked the place; fled on foot; climbed in via the balcony; left no sign of tools; took gold ornaments; took electronic items; made no attempt to avoid identification; struck while the house was locked for days; came on foot; appear to have picked the target by chance.,"Case registered at TG-KAR-06 on a complaint of house burglary committed between 2024-05-08T00:17:00 and 2024-05-09T01:13:00. It is stated that the accused were two or three persons, broke the lock, fled on foot, climbed in via the balcony, left no sign of tools, took gold ornaments, took electronic items, struck while the house was locked for days, came on foot, targeted a shop-cum-residence and appear to have picked the target by chance. The total value of the stolen property is estimated at Rs. 105,731. Fingerprint experts visited the scene."
TG-NIZ-04/0023/2024,Nizamabad,TG-NIZ-04,ATM Offence,2024-05-08,2024-05-09,2024-05-09T20:42:00,Accused cut the machine open with gas; used a crowbar; used a cutter; used a screwdriver; used a gas cutter; disabled the CCTV camera; appear to have watched the place beforehand; acted alone; fled on foot; targeted an offsite ATM kiosk; left the alarm untouched.,"Complaint received at TG-NIZ-04 (Nizamabad) regarding ATM tampering between 2024-05-08 and 2024-05-09. It is stated that the accused cut the machine open with gas, used a crowbar, used a cutter, used a screwdriver, used a gas cutter, disabled the CCTV camera, appear to have watched the place beforehand, acted alone, fled on foot, targeted an offsite ATM kiosk and left the alarm untouched. The beat constable had passed the area about an hour earlier. Neighbours stated they did not hear anything unusual."
TG-KAR-02/0013/2024,Karimnagar,TG-KAR-02,HB - Residential,2024-05-09T12:19:00,2024-05-09T15:16:00,2024-05-10T06:26:00,Accused were two or three persons; used a crowbar; struck while the occupants were inside; fled on foot; made no attempt to avoid identification; ransacked the place; came on foot; took gold ornaments; took cash; took electronic items; struck during the day; appear to have picked the target by chance.,"Case registered at TG-KAR-02 on a complaint of house burglary committed between 2024-05-09T12:19:00 and 2024-05-09T15:16:00. It is stated that the accused were two or three persons, used a crowbar, struck while the occupants were inside, fled on foot, made no attempt to avoid identification, came on foot, took gold ornaments, took cash, took electronic items, struck during the day and appear to have picked the target by chance. Neighbours stated they did not hear anything unusual. The total value of the stolen property is estimated at Rs. 400,261."
TG-RAN-06/0018/2024,Rangareddy,TG-RAN-06,HB - Commercial,2024-05-09,2024-05-09,2024-05-10T07:01:00,Accused used a crowbar; came in a four-wheeler; took gold ornaments; took cash; took electronic items; fled in a four-wheeler; were two or three persons; struck while the occupants were out; got in through the door; made no attempt to avoid identification.,"The complainant reported break-in at commercial premises that occurred between 2024-05-09 and 2024-05-09 in Rangareddy. It is stated that the accused came in a four-wheeler, took gold ornaments, took cash, took electronic items, fled in a four-wheeler, were two or three persons, got in through the door and made no attempt to avoid identification. The complainant has submitted bills for some of the items. A spot panchnama was drawn up in the presence of witnesses."
TG-HYD-06/0024/2024,Hyderabad,TG-HYD-06,MV Theft,2024-05-08T23:52:00,2024-05-09T03:38:00,2024-05-10T08:23:00,Accused were two or three persons; appear to have picked the target by chance; used a screwdriver; struck at night; broke the handle lock; fled on a two-wheeler; made no attempt to avoid identification; took it from residential parking; stole a scooter; took documents; took a vehicle.,"Case registered at TG-HYD-06 on a complaint of vehicle theft committed between 2024-05-08T23:52:00 and 2024-05-09T03:38:00. It is stated that the accused came on foot, were two or three persons, appear to have picked the target by chance, struck at night, broke the handle lock, fled on a two-wheeler, made no attempt to avoid identification, took it from residential parking and stole a scooter. It had been raining heavily that evening. Street lights in the area were reported not working."
TG-HYD-03/0015/2024,Hyderabad,TG-HYD-03,MV Theft,2024-05-08T22:30:00,2024-05-09T07:30:00,2024-05-10T12:23:00,Accused found the key left in the vehicle; struck at night; took cash; took a vehicle; were two or three persons; came on foot.,"Complaint received at TG-HYD-03 (Hyderabad) regarding vehicle theft between 2024-05-08T22:30:00 and 2024-05-09T07:30:00. It is stated that the accused found the key left in the vehicle, made no attempt to avoid identification, struck at night, appear to have watched the place beforehand, were two or three persons and came on foot. A relative of the complainant was the first to notice."
